80101,ALLIGATOR POINT,FL,-84.41667,29.9,5
80198,ANNA MARIA,FL,-82.73333,27.53333,
80993,BREWSTER 2 S,FL,-81.9,27.73333,142
89524,WEST PALM BEACH II,FL,-80.11056,26.67639,15
85705,MIDDLEBURG,FL,-81.8475,30.0603,82
53853,DESTIN FORT WALTON BEACH AP,FL,-86.47167,30.4,22
84320,ISLAMORADA,FL,-80.6364,24.9177,6
89640,WHITE SPRINGS 7N,FL,-82.7847,30.4392,132
84797,LAKELAND,FL,-81.92194,28.02056,145
12883,LAKELAND LINDER REGIONAL AP,FL,-82.05,28,142
12832,APALACHICOLA AP,FL,-85.03333,29.73333,19
12832,APALACHICOLA WSO CITY,FL,-84.98333,29.73333,14
12835,FORT MYERS PAGE FIELD AP,FL,-81.8614,26.585,15
12836,KEY WEST INTL AIRPORT,FL,-81.7554,24.5571,1
93805,TALLAHASSEE REGIONAL AP,FL,-84.35333,30.39306,55
12859,MIAMI WSO CITY,FL,-80.28333,25.71667,15
92811,MIAMI BEACH,FL,-80.1334,25.8063,8
88368,SOUTH BAY 15 S,FL,-80.6402,26.47,20
12873,ST PETERSBURG CLEARWATER INTL AP,FL,-82.6875,27.91056,11
53862,PERRY FOLEY AP,FL,-83.57361,30.07194,45
84500,KENANSVILLE,FL,-81.0435,27.8703,61
13899,PENSACOLA REGIONAL AP,FL,-87.18694,30.47806,112
80737,BIG CYPRESS,FL,-80.9958,26.3283,15
86767,PALM COAST 6NE,FL,-81.2061,29.6319,5
84723,LAKE BUTLER,FL,-82.3314,29.9453,135
80598,BELL 4NW,FL,-82.91778,29.79556,30
86618,ORANGE SPRINGS 2SSW,FL,-81.9681,29.4794,50
86761,PALM BAY,FL,-80.64573,27.91527,27
88051,SCOTTSMOOR 2.5 SSW,FL,-80.8795,28.7299,42
81601,CLARKSVILLE 2 N,FL,-85.19917,30.46472,125
81022,BRISTOL 2 S,FL,-84.97889,30.37944,144
86129,NEW HOPE,FL,-85.883,30.9538,105
86630,ORLANDO,FL,-81.28667,28.48556,105
87261,NEW SMYRNA BEACH - MARINE DISCOVERY CENTER,FL,-80.918,29.0361,16
87189,PLANTATION,FL,-80.27278,26.11083,7
80992,BRIGHTON RESERVATION,FL,-81.0701,27.0436,14
